rank,population_index,objective,score,finite,wing_span,wing_chord,tail_arm,nose_length,ducks_num,pucks_num,banner_length,batt_capacity,prop_diameter_in,prop_pitch_in,motor_kv,motor_max_power,cruise_throttle,mission3_cruise_throttle,battery_cell_count
84,162,-4.938606550627044,4.938606550627044,True,1.4791529295153665,0.3342293886844909,0.7192177013727103,0.20822049424566086,54.0,15.0,4.233722900040448,2.9060897482797734,19.843059401091555,8.459996309894068,357.5322822620517,1610.1247947663069,0.9725099989636172,0.7386251881343686,7
85,240,-4.936729119224105,4.936729119224105,True,1.3522224677146701,0.3159863719180706,0.681426892131225,0.18565321594486817,69.0,14.0,3.553393795598987,2.368731607998308,21.84943027296473,12.90115131531386,208.7103990980779,1613.6134612807964,0.9984429254485679,0.730090639768874,8
86,204,-4.933760831473663,4.933760831473663,True,1.3852648631922282,0.37570538743613957,0.8326936258579221,0.18789038210679615,64.0,16.0,0.564725408899212,3.827077005840578,22.54320286489137,13.42764472588058,267.83951887512063,1879.2860893735499,0.8721201025283559,0.6599141094343578,8
87,94,-4.924465876750995,4.924465876750995,True,1.251204032781332,0.3863879324431949,0.7541227213414898,0.17389561523608565,51.0,15.0,1.5940023825299812,2.4404563664962646,14.260914349221103,10.750577227036135,301.0356316778124,1446.8877226358586,0.9816490627317174,0.7589887196262,8
88,101,-4.9215135212504535,4.9215135212504535,True,1.351917632391181,0.3552195151705215,0.7045601266806558,0.09264194372949666,65.0,1.0,1.4360710208830978,2.4918751086561,16.012589720614386,7.8414774777900895,417.9857378200998,1456.3830180966886,0.8208110451112913,0.8483949684435012,7
89,31,-4.921259546567988,4.921259546567988,True,1.434990149734911,0.34790432652234105,0.8133980045795756,0.09491143826444855,53.0,7.0,0.8121490841907373,2.3511669032596294,14.425560015071865,7.6693884955280645,418.6372666423596,1736.7624682791836,0.7596596674344562,0.7819879207141773,8
90,232,-4.914143337041536,4.914143337041536,True,1.3941006906968367,0.3828677674029185,0.6894919462732684,0.10144150331335716,54.0,10.0,0.7073175849718463,3.032413642058044,24.190058613453978,11.601104963008549,262.2791006811437,1721.4325281557674,0.8994531464316111,0.9463033620133936,7
91,71,-4.912209613352774,4.912209613352774,True,1.4416112662013028,0.3644221837777216,0.7919205338759168,0.14368440503686886,64.0,14.0,1.7834792072933252,2.9259594327045826,24.2727202467107,15.127037951376437,202.72047745247352,1542.1012284070082,0.9597010518481206,0.8975467655674243,7
92,83,-4.91190900657241,4.91190900657241,True,1.3392704984294723,0.3945076044111263,0.8841867312762701,0.20452044285610288,57.0,14.0,2.5328302394620685,2.1209110173220913,22.608283113535066,13.910394701632018,223.18025968347285,1358.742341498443,0.9675000505087819,0.7662401437108801,7
93,194,-4.911291596973437,4.911291596973437,True,1.1361019491978122,0.3619899634124238,0.8944920894783294,0.2818951945966315,86.0,15.0,3.8399032502675112,2.064200620401622,15.821625684548708,12.31202497757025,376.59218880916006,2374.854443150475,0.6937814384847544,0.6488524856398186,7
94,165,-4.909142602737462,4.909142602737462,True,1.45315733514255,0.37873091798659475,0.7883710532080964,0.19599058997880442,49.0,13.0,1.2453640770839125,3.5807026213881716,23.365006185736902,9.993843795513616,323.9285826763862,1127.5535854931393,0.807709379329071,0.9540456345092282,8
95,63,-4.908133229907263,4.908133229907263,True,1.3645860151838503,0.3496882797528533,0.5876464160058289,0.2776196985349272,63.0,10.0,2.6275468384652023,1.0088852379624096,17.24310936803383,13.229551652774202,222.13248301415788,1347.6345302976563,0.9894208458126441,0.696165694171992,7
96,187,-4.907855231605003,4.907855231605003,True,1.263877985307279,0.31420997103082293,0.8389737484976649,0.23213676514046774,76.0,10.0,1.3907047787120597,2.365024708946737,19.457601446360393,13.640289357863367,252.3055744357407,1457.3607014278678,0.8288080333732069,0.6363598500441721,8
97,89,-4.9055313418388,4.9055313418388,True,1.4888192339614608,0.3422851686224762,0.7153371231682181,0.21472419055480885,65.0,11.0,1.3094994447795363,2.1325139598120857,21.350173056667774,13.124701632524408,288.45171380648543,1542.51264050892,0.9345176651708437,0.7014312838338527,6
